repo_id,Primary Language,Repo_description,size,stars,commits_count,contributors_count_without_anonymous,contributors_count_with_anonymous,created_at,pushed_at,repo/username,repo_link
29138379,Java,Phoenix Pull-to-Refresh,656,3702,72,7,10,12 January 2015,21 January 2017,Yalantis/Phoenix,
29143975,Objective-C,GitBucket iOS App,83778,3172,636,4,7,12 January 2015,05 February 2018,leichunfeng/MVVMReactiveCocoa,
29156642,Go,webhook is a lightweight configurable incoming webhook server which can execute shell commands,1082,2709,285,22,22,12 January 2015,05 March 2018,webhook,
29161493,Java,A Material design Android pincode library. Supports Fingerprint.,1446,1340,210,14,23,12 January 2015,14 February 2018,OrangeGangsters/LolliPin,
29178568,Java,An Android transformation library providing a variety of image transformations for Picasso,34966,1338,110,10,10,13 January 2015,13 February 2018,picasso-transformations,
29186291,Java,You can easily add awesome animated context menu to your app.,3407,3240,90,6,9,13 January 2015,16 November 2017,Yalantis/Context-Menu.Android,
29217054,Go,A pluggable RPC framework,841,3067,691,23,27,13 January 2015,13 February 2018,micro/go-micro,
29219291,PHP,"Read and write spreadsheet files (CSV, XLSX and ODS), in a fast and scalable way",9546,1366,317,20,24,14 January 2015,14 February 2018,spout,
29225171,JavaScript,A Much Better Pomelo Game Server Framework (??Pomelo???????),1010,260,92,1,1,14 January 2015,10 November 2015,rain1017/quick-pomelo,
29289591,Objective-C,You can easily add awesome animated context menu to your app.,2527,1831,53,12,16,15 January 2015,30 October 2017,Yalantis/Context-Menu.iOS,
29291158,Go,Sync MySQL data into elasticsearch ,1307,1204,132,10,11,15 January 2015,06 March 2018,go-mysql-elasticsearch,
29293002,Java,"Image Cropping Library for Android, optimized for Camera / Gallery.",25958,3120,539,33,45,15 January 2015,12 February 2018,ArthurHub/Android-Image-Cropper,
29293245,Java,Minimal UI library for Android inspired by React,1147,1189,349,14,15,15 January 2015,13 March 2018,anvil,
29294333,PHP,Powerful package for handling roles and permissions in Laravel 5,696,1165,135,13,17,15 January 2015,09 October 2017,romanbican/roles,
29302817,Java,Android library providing simple way to control divider items (ItemDecoration) of RecyclerView,3797,1903,74,5,6,15 January 2015,20 December 2017,yqritc/RecyclerView-FlexibleDivider,
29354853,Go,Algorithms & Data Structures in Go,1806,1301,134,1,1,16 January 2015,05 February 2018,arnauddri/algorithms,
29371034,Go,A microservice toolkit,3084,4072,736,19,22,16 January 2015,02 February 2018,micro/micro,
29390128,Java,Example of a Material App for Android,500,1239,30,5,5,17 January 2015,25 August 2017,antoniolg/MaterializeYourApp,
29401081,Java,A ViewPager implemention base on RecyclerView's code. Support fling operation like gallary.,3210,2793,185,26,28,17 January 2015,30 January 2018,lsjwzh/RecyclerViewPager,
29417074,Python,Full git and GitHub integration with Sublime Text 3.,1684,1627,1462,37,41,18 January 2015,13 February 2018,divmain/GitSavvy,
29429361,Ruby,"A complete, modular, portable and easily extensible MITM framework.",4623,2667,1015,28,36,18 January 2015,07 October 2017,evilsocket/bettercap,
29431063,Java,"DEPRECATED, Please use another library https://github.com/henrytao-me/smooth-app-bar-layout/",8416,1327,135,5,6,18 January 2015,17 April 2017,chenupt/DragTopLayout,
29439879,Python,Awesome & Interesting Talks concerning Programming,638,2043,653,24,25,18 January 2015,15 February 2018,hellerve/programming-talks,
29454666,Python,Free HTTPS certificates without having to trust the letsencrypt cli with sudo/root,125,1112,61,10,10,19 January 2015,19 December 2017,diafygi/letsencrypt-nosudo,
29455960,JavaScript,:see_no_evil: Refuge from unsafe JavaScript,1695,1317,613,27,30,19 January 2015,13 March 2018,sanctuary,
29459647,JavaScript,Identifies accessibility issues in your React.js elements,361,1689,573,17,21,19 January 2015,22 December 2017,react-a11y,
29465325,Go,DEPRECATED! https://github.com/derekparker/delve,906,2590,210,7,7,19 January 2015,09 June 2017,mailgun/godebug,
29480568,Java,Speedment is a Stream ORM Java Toolkit and Runtime,15788,1306,3124,20,24,19 January 2015,14 March 2018,speedment,
29504192,C#,This repo is for experimentation and exploring new ideas that may or may not make it into the main corefx repo.,54739,1055,2697,103,111,20 January 2015,14 March 2018,corefxlab,
29518121,C++,A fast binary library for face detection and face landmark detection in images. The face detection speed can reach 1500FPS. You can use it free of charge with any purpose.,43309,1715,53,1,1,20 January 2015,29 December 2017,ShiqiYu/libfacedetection,
29526608,Swift,Modern Swift API for NSUserDefaults,193,3071,234,31,33,20 January 2015,09 February 2018,radex/SwiftyUserDefaults,
29536194,Java,Android view with both path from constructed path or from svg.,1483,2263,82,10,10,20 January 2015,16 November 2017,geftimov/android-pathview,
29561388,Objective-C,A fully customisable and modern camera implementation for iOS made with AVFoundation.,2759,1193,100,6,11,20 January 2015,13 February 2018,GabrielAlva/Cool-iOS-Camera,
29588481,JavaScript,A pure JS client for interacting with server-side RESTful resources. Think Restangular without Angular.,708,910,142,7,12,21 January 2015,12 February 2018,restful.js,
29599252,C,net-speeder ??????????????????? ,26,1863,9,1,2,21 January 2015,30 January 2017,snooda/net-speeder,
29613985,Python,AWS CloudWatch logs for Humans™,1040,1666,250,20,21,21 January 2015,03 February 2018,awslogs,
29653587,Java,A material-design Hacker News Android reader,45908,1493,1683,10,14,22 January 2015,16 February 2018,hidroh/materialistic,
29686238,Java,A very simple arc layout library for Android,5759,1157,18,2,2,22 January 2015,27 November 2016,ArcLayout,
29749675,Go,A path tracer written in Go.,1436,1516,471,3,3,23 January 2015,15 July 2017,fogleman/pt,
29792543,Python,Pure Python Vim clone.,756,2054,113,8,8,24 January 2015,10 February 2018,jonathanslenders/pyvim,
29848246,Python,x86-64 assembler embedded in Python,924,1105,362,11,12,26 January 2015,25 February 2018,PeachPy,
29849956,JavaScript,A light-weight module that brings window.fetch to Node.js,406,2614,338,27,27,26 January 2015,04 February 2018,bitinn/node-fetch,
29881215,JavaScript,A React component to execute a function whenever you scroll to an element.,514,1992,475,35,43,26 January 2015,17 January 2018,brigade/react-waypoint,
29937635,JavaScript,:icecream: All the goodness of `feross/standard` with semicolons sprinkled on top.,143,922,215,16,17,27 January 2015,22 February 2018,semistandard,
29955458,Java,A proof-of-concept tool for generating payloads that exploit unsafe Java object deserialization.,254,1290,99,14,14,28 January 2015,07 October 2017,ysoserial,
30027163,JavaScript,Shim to insulate apps from spec changes and prefix differences. Latest adapter.js release:,5211,1348,2572,65,75,29 January 2015,13 March 2018,adapter,
30028892,JavaScript,Async rendering & data-fetching for universal React applications.,2725,1570,350,17,17,29 January 2015,11 January 2018,ericclemmons/react-resolver,
30039066,Swift,A Swift binding framework,1364,3396,824,55,66,29 January 2015,04 February 2018,SwiftBond/Bond,
30050514,JavaScript,:mag_right::grey_question: website that irrevocably deletes itself once indexed,214,1306,9,1,2,30 January 2015,09 March 2015,mroth/unindexed,
30054444,JavaScript,mixins in react with es6 style classes,496,1068,101,8,9,30 January 2015,08 September 2017,react-mixin,
30064588,JavaScript,JavaScript HLS client using Media Source Extension,52180,3563,3638,114,145,30 January 2015,13 February 2018,dailymotion/hls.js,
30078261,Go,set of web security test cases and a toolkit to construct new ones,168,910,58,1,4,30 January 2015,05 January 2018,webseclab,
30091667,Go,A PaaS built on top of Amazon EC2 Container Service (ECS),22392,2352,2280,38,39,30 January 2015,14 December 2017,remind101/empire,
30108534,Java,[Deprecated] An application about movies with material design,1629,2484,205,4,4,31 January 2015,23 June 2016,saulmm/Material-Movies,
30111555,Java,A spring indicator like Morning Routine guide.,5829,2069,54,2,2,31 January 2015,17 April 2017,chenupt/SpringIndicator,
30164643,Go,A fast and powerful alternative to grep,130,1227,70,6,6,02 February 2015,17 October 2017,svent/sift,
30167459,Go,Crash your app in style (Golang),1012,1621,102,5,5,02 February 2015,02 February 2018,maruel/panicparse,
30219994,Go,"Example programs from ""The Go Programming Language""",2172,1883,30,2,2,03 February 2015,08 June 2017,gopl.io,
30326497,Java,"Material Design implementation for Android 4.0+. Shadows, ripples, vectors, fonts, animations, widgets, rounded corners and more.",8563,1927,397,4,4,04 February 2015,18 January 2018,ZieIony/Carbon,
30336037,Java,"less code, more efficient for android",665,898,186,2,6,05 February 2015,18 June 2017,LessCode,
30357183,Java,a SharedPreferences replacement for Android with multiprocess support,673,1858,313,9,9,05 February 2015,14 August 2017,grandcentrix/tray,
30367229,PHP,HTML and Form Builders for the Laravel Framework,439,1580,427,85,97,05 February 2015,10 March 2018,html,
30367893,Python,Python library for creating data pipelines with chain functional programming,642,1264,472,12,15,05 February 2015,05 January 2018,PyFunctional,
30381877,JavaScript,Run commands concurrently. Like `npm run watch-js & npm run watch-less` but better.,832,1625,142,25,25,05 February 2015,22 February 2018,concurrently,
30389634,Go,"Probabilistic data structures for processing continuous, unbounded streams.",123,911,138,7,10,06 February 2015,10 November 2017,BoomFilters,
30398782,Java,MaterialLoadingProgressBar   provide a styled ProgressBar which looks  like SwipeRefreshLayout's loading indicator(support-v4  v21+),563,1025,57,5,5,06 February 2015,31 October 2015,MaterialLoadingProgressBar,
30442018,JavaScript,Web scraper for NodeJS,715,3476,125,7,8,07 February 2015,28 December 2017,rc0x03/node-osmosis,
30442211,C,A point to point color terminal video chat.,12791,2775,196,13,13,07 February 2015,29 March 2017,mofarrell/p2pvc,
30484966,Python,Browse Reddit from your terminal,48936,2654,1375,43,52,08 February 2015,29 January 2018,michael-lazar/rtv,
30492865,Objective-C,"High imitation Neteasy News. (include list,detail,photoset,weather,feedback)",34899,3367,213,3,5,08 February 2015,28 April 2017,dsxNiubility/SXNews,
30497800,C#,Modern UI for WPF,88967,1401,131,7,11,08 February 2015,19 April 2017,firstfloorsoftware/mui,
30498595,Java,An android library for navigator that stick on the top ,1347,1117,16,2,5,08 February 2015,29 January 2018,Android-StickyNavLayout,
30548363,Objective-C,Fasttt and easy camera framework for iOS with customizable filters,4617,1751,90,6,9,09 February 2015,10 February 2018,IFTTT/FastttCamera,
30562287,Java,A Material design back port of Android's CalendarView,4546,3923,507,28,37,09 February 2015,08 January 2018,prolificinteractive/material-calendarview,
30580820,Java,:four_leaf_clover:A beautiful android tag group widget.,812,2030,72,1,1,10 February 2015,23 January 2018,2dxgujun/AndroidTagGroup,
30626941,Java,AndroidTreeView. TreeView implementation for android,261,1983,57,5,8,11 February 2015,08 January 2018,bmelnychuk/AndroidTreeView,
30638861,JavaScript,Modern & flexible browser fingerprinting library,747,4942,316,43,52,11 February 2015,12 February 2018,Valve/fingerprintjs2,
30644093,Java,A Swagger to AsciiDoc or Markdown converter to simplify the generation of an up-to-date RESTful API documentation by combining documentation that’s been hand-written with auto-generated API documentation.,4419,1079,843,32,41,11 February 2015,13 March 2018,swagger2markup,
30649544,Go,"  Yet another Go REPL that works nicely. Featured with line editing, code completion, and more.",514,2464,141,8,9,11 February 2015,13 December 2017,motemen/gore,
30652354,JavaScript,"Functional React UI component library, built with styled-components",8711,3431,861,28,32,11 February 2015,11 February 2018,jxnblk/rebass,
30653977,JavaScript,"A tree data structure that emits events on updates, even if the modification is triggered by one of the leaves, making it easier to think in a reactive way.",351,1167,130,14,17,11 February 2015,19 February 2018,freezer,
30683883,Java,[DEPRECATED] ???? ???????????????????????????,11734,1495,23,2,3,12 February 2015,19 October 2017,joyoyao/superCleanMaster,
30713379,PHP,Laravel 5 - Repositories to abstract the database layer,423,2283,425,72,79,12 February 2015,12 February 2018,andersao/l5-repository,
30742852,Java,A Fast Scroller for the RecyclerView world!,462,957,40,2,2,13 February 2015,10 March 2017,RecyclerViewFastScroller,
30745881,Java,Android App Common Tasks library is developed to reduce efforts to achieve common tasks of the android apps quickly.,63822,1325,62,6,7,13 February 2015,10 November 2016,CommonUtils/android,
30760819,Java,"Sometimes, we need to show a label above an ImageView or any other views. Well, LabelView will be able to help you. It's easy to implement as well!",4044,1524,34,5,8,13 February 2015,09 February 2017,linger1216/labelview,
30799351,Python,"[????] Zhihu UNOFFICIAL API library in python3, with help of bs4, lxml, requests and html2text.",1338,896,486,10,12,14 February 2015,17 September 2016,zhihu-py3,
30808587,JavaScript,:clapper: a dev server for rapid prototyping,2228,1672,503,21,23,14 February 2015,14 February 2018,mattdesl/budo,
30810457,Python,ˠusbkill ۠is an anti-forensic kill-switch that waits for a change on your USB ports and then immediately shuts down your computer.,20187,2420,213,6,12,14 February 2015,24 July 2017,hephaest0s/usbkill,
30830689,C#,Audio and MIDI library for .NET,6379,1116,890,40,50,15 February 2015,09 March 2018,NAudio,
30840914,Java,"We are not Gif makers, We are developers",347,1530,97,4,4,15 February 2015,02 August 2016,Tibolte/ElasticDownload,
30870954,Python,Credentials recovery project,251402,2981,241,16,18,16 February 2015,05 January 2018,AlessandroZ/LaZagne,
30900836,Java,Screaming fast JSON parsing and serialization library for Android.,1017,3075,142,8,9,17 February 2015,07 February 2018,bluelinelabs/LoganSquare,
30908955,JavaScript,:bulb: A website and user system starter,4060,1287,195,12,12,17 February 2015,09 March 2018,aqua,
30915528,PHP,A package to backup your Laravel app,764,2243,572,64,65,17 February 2015,07 February 2018,spatie/laravel-backup,
30941532,C#,Assistive Context-Aware Toolkit (ACAT),177108,2613,39,1,1,17 February 2015,28 January 2018,01org/acat,
30953633,JavaScript,Turn your ES5 code into readable ES6 (sugar-syntax). It does the opposite of what Babel does.,1992,4189,818,24,27,18 February 2015,05 October 2017,mohebifar/lebab,
30957597,Objective-C,KSHObjcUML can show oriented graph of dependencies between Objective-C and Swift classes in your project,2475,973,32,2,3,18 February 2015,09 April 2016,KSHObjcUML,
30968293,Swift,Type-safe networking abstraction layer that associates request type with response type.,1338,1349,908,30,33,18 February 2015,03 February 2018,ishkawa/APIKit,
31013046,Objective-C, A image browser which is easy for using.,392,924,26,2,2,19 February 2015,07 August 2017,SDPhotoBrowser,
31040213,Java,"?? Secure, simple key-value storage for Android",953,2623,263,14,19,19 February 2015,01 November 2017,orhanobut/hawk,
31046054,Go,Docker Networking,13378,1073,2517,138,161,20 February 2015,14 March 2018,libnetwork,
31049406,Java,?????????,26359,1652,56,3,7,20 February 2015,01 March 2017,lendylongli/qianghongbao,
31057802,JavaScript,Better MV-ish Framework,4402,2832,280,8,9,20 February 2015,13 June 2017,astoilkov/jsblocks,
31085130,JavaScript,"Render After Effects animations natively on Web, Android and iOS, and React Native. http://airbnb.io/lottie/",119732,10093,1572,24,31,20 February 2015,12 February 2018,bodymovin/bodymovin,
31134619,JavaScript,Unofficial Facebook Chat API for Nodejs,3773,1115,735,64,69,21 February 2015,14 March 2018,facebook-chat-api,
31138452,Java,The most beautiful SMS messenger app for Android,8915,1761,626,37,41,21 February 2015,15 February 2018,qklabs/qksms,
31158982,Swift,Easy HTTP Networking in Swift a NSURLSession wrapper with image caching support,11341,1089,750,11,13,22 February 2015,11 February 2018,3lvis/Networking,
31165640,JavaScript,Highly customizable stock charts with ReactJS and d3,8752,1521,872,34,42,22 February 2015,12 March 2018,react-stockcharts,
31188467,Swift,Swift type modelling the success/failure of arbitrary operations.,352,1979,507,38,43,23 February 2015,13 February 2018,antitypical/Result,
31199458,Python,Learning Python: from Beginner to Master. http://www.itdiffer.com,6351,1658,550,21,30,23 February 2015,06 June 2017,qiwsir/StarterLearningPython,
31234749,Go,Super simple deployment tool - think of it like 'make' for a network of servers,23785,1633,252,16,18,23 February 2015,12 February 2018,pressly/sup,
31240384,Java,null,167,1660,28,5,5,24 February 2015,09 February 2018,googlesamples/android-testing-templates,
31244986,JavaScript,"?  A lightweight plugin to embed emojis, media, maps, tweets, code and more. ?",68420,1086,115,1,1,24 February 2015,20 February 2018,embed-js,
31294964,PHP,list of interesting conference talks and videos on PHP - ,33,2380,47,8,9,25 February 2015,15 August 2017,phptodayorg/php-must-watch,
31311037,Go,A fast TCP tunnel over HTTP,2250,2052,59,4,5,25 February 2015,17 January 2018,chisel,
31315021,Python,A generic JSON document store with sharing and synchronisation capabilities.,22338,3403,5720,76,81,25 February 2015,12 February 2018,Kinto/kinto,
31326998,Objective-C,"Fast, non-deadlocking parallel object cache for iOS, tvOS and OS X",11573,1872,449,46,55,25 February 2015,17 January 2018,pinterest/PINCache,
31335300,C#,"Prism is a framework for building loosely coupled, maintainable, and testable XAML applications in WPF, Windows 10 UWP, and Xamarin Forms.",11656,2014,1785,69,90,25 February 2015,01 February 2018,PrismLibrary/Prism,
31337555,JavaScript,"The minimalistic but powerful, modular, functional reactive programming library in JavaScript.",408,1148,308,36,38,25 February 2015,12 February 2018,paldepind/flyd,
31343845,PHP,This package extends the core file generators that are included with Laravel 5,75,1731,85,16,17,26 February 2015,10 February 2018,laracasts/Laravel-5-Generators-Extended,
31375388,Java,ArcAnimator helps to create arc transition animation: 2.3.+,127,1143,18,6,6,26 February 2015,29 June 2017,asyl/ArcAnimator,
31394531,JavaScript,Create an isomorphic React app in less than 5 minutes,184,2344,157,15,18,26 February 2015,03 November 2017,RickWong/react-isomorphic-starterkit,
31404632,JavaScript,:tokyo_tower: A wrapper for Babel's parser used for ESLint,633,1904,489,47,48,27 February 2015,14 February 2018,babel/babel-eslint,
31404980,Go,"gb, the project based build tool for Go",1177,2066,1081,50,53,27 February 2015,10 January 2018,constabulary/gb,
31426258,Java,ImageView with a tag on android,5755,881,39,4,6,27 February 2015,31 August 2016,SimpleTagImageView,
31434220,JavaScript,React scroll component,387,1712,402,64,78,27 February 2015,12 March 2018,react-scroll,
31441137,JavaScript,A CLI and toolbox to extract information from React component files for documentation generation purposes.,599,1599,209,38,39,27 February 2015,07 March 2018,react-docgen,
31442310,C,"self-contained, serverless, zero-configuration, transactional redis-compatible database engine. rlite is to Redis what SQLite is to SQL.",1273,938,717,5,7,27 February 2015,19 September 2017,rlite,
31452467,JavaScript,"A curated list of CTF frameworks, libraries, resources and softwares",393,1910,178,39,41,28 February 2015,11 March 2018,awesome-ctf,
31566326,Go,NES emulator written in Go.,187,3492,185,4,5,02 March 2015,23 January 2018,fogleman/nes,
31570906,C,A C library for parsing/normalizing street addresses around the world. Powered by statistical NLP and open geo data.,38365,1286,5279,31,34,03 March 2015,11 March 2018,libpostal,
31595609,PHP,PHP library generating PDF files from UTF-8 encoded HTML,86261,1159,467,37,40,03 March 2015,13 March 2018,mpdf,
31617364,Swift,null,2422,2910,1587,31,33,03 March 2015,11 February 2018,socketio/socket.io-client-swift,
31618003,JavaScript,:crystal_ball: Tiny and blazing-fast fuzzy search in JavaScript,15,2050,19,3,3,03 March 2015,11 October 2017,bevacqua/fuzzysearch,
31632536,JavaScript,Promises/A+ interface for PostgreSQL,5816,1642,1849,18,21,04 March 2015,16 February 2018,vitaly-t/pg-promise,
31660590,Go,"GoDS (Go Data Structures). Containers (Sets, Lists, Stacks, Maps, Trees), Sets (HashSet, TreeSet), Lists (ArrayList, SinglyLinkedList, DoublyLinkedList), Stacks (LinkedListStack, ArrayStack), Maps (HashMap, TreeMap, HashBidiMap, TreeBidiMap), Trees (RedBlackTree, AVLTree, BTree, BinaryHeap), Comparators, Iterators, Enumerables, Sort, JSON",472,3636,275,11,11,04 March 2015,26 December 2017,emirpasic/gods,
31673858,Go,"Fast, simple, scalable HTTP microservice for high-level image processing with first-class support for Docker",18246,1656,435,17,17,04 March 2015,05 March 2018,imaginary,
31686893,Go,An interactive REPL for Go that allows you to drop into your code at any point.,135,2046,120,4,4,05 March 2015,01 October 2017,go-pry,
31691072,Python,Useful examples at the command line.,1159,912,314,18,19,05 March 2015,08 March 2018,eg,
31718389,C++,ImagePlay is a rapid prototyping application for image processing,64192,944,400,9,15,05 March 2015,10 April 2017,ImagePlay,
31720673,Java,A material designed music player for Android,17073,1666,1359,26,30,05 March 2015,10 March 2018,Phonograph,
31734644,Java,A clone of the Google Now/Maps/Play persistent search bar,2134,1786,57,11,12,05 March 2015,03 March 2017,Quinny898/PersistentSearch,
31748893,Java,android emoticonsKeyboard support emoji and user-defined emoticon. easy to integrated into your project ,28220,2257,25,1,2,06 March 2015,02 March 2017,w446108264/XhsEmoticonsKeyboard,
31786762,Java,"A library that analyzes an Android device's specifications and calculates which year the device would be considered ""high end”.",489,1968,45,10,12,06 March 2015,15 October 2017,facebook/device-year-class,
31795422,JavaScript,A JavaScript codemod toolkit.,664,2952,253,45,47,07 March 2015,13 February 2018,facebook/jscodeshift,
31810895,JavaScript,WAI-ARIA compliant React autosuggest component,7094,3074,649,35,35,07 March 2015,12 February 2018,moroshko/react-autosuggest,
31821419,Swift,A side menu controller written in Swift for iOS,9681,969,65,4,6,07 March 2015,01 February 2018,SideMenuController,
31844869,JavaScript,LostGrid is a powerful grid system built in PostCSS that works with any preprocessor and even vanilla CSS.,809,3996,681,25,28,08 March 2015,24 August 2017,corysimmons/lost,
31857909,C++,Bish is a language that compiles to Bash. It's designed to give shell scripting a more comfortable and modern feel.,309,1392,316,11,12,08 March 2015,27 January 2016,tdenniston/bish,
31871464,C++,Blackbird Bitcoin Arbitrage: a long/short market-neutral strategy,2447,3990,501,33,41,09 March 2015,22 February 2018,blackbird,
31888842,Objective-C,"Create condensing header bars like those seen in the Facebook, Square Cash, and Safari iOS apps.",554,2993,28,2,2,09 March 2015,17 April 2017,bryankeller/BLKFlexibleHeightBar,
31919038,Java,Android Shadow Layout,446,1193,12,2,2,09 March 2015,05 June 2017,shadow-layout,
31935508,JavaScript,validate form asynchronous,326,1561,82,14,16,10 March 2015,16 January 2018,async-validator,
31936600,JavaScript,:book: documentation for modern JavaScript,4077,3469,999,66,68,10 March 2015,10 February 2018,documentationjs/documentation,
31999347,JavaScript,Cleverbot client for node.js,8,10,21,3,4,11 March 2015,13 August 2017,CleverbotIO/node-cleverbot.io,
32005403,JavaScript,Minify font seamlessly,29639,2517,160,5,5,11 March 2015,13 January 2018,ecomfe/fontmin,
32008421,Objective-C,UILabel replacement with fine-grain appear/disappear animation,68,1878,35,2,2,11 March 2015,12 July 2016,overboming/ZCAnimatedLabel,
32012751,Swift,A powerful image loading and caching framework,3056,2599,679,9,13,11 March 2015,17 January 2018,kean/Nuke,
32028347,JavaScript,react-highcharts,1608,944,359,26,28,11 March 2015,12 March 2018,react-highcharts,
32051890,C#,The Microsoft Build Engine (MSBuild) is the build platform for .NET and Visual Studio.,25047,3346,3178,112,117,12 March 2015,13 February 2018,Microsoft/msbuild,
32067087,PHP,A Laravel package to retrieve pageviews and other data from Google Analytics,1477,1334,259,32,32,12 March 2015,14 March 2018,laravel-analytics,
32080604,Java,Animate your activity!,10520,1188,191,7,7,12 March 2015,13 January 2016,ppamorim/Dragger,
32131850,JavaScript,"HTTP, HTTPS, WebSocket debugging proxy",16292,1841,5407,3,7,13 March 2015,13 March 2018,whistle,
32143877,Java,A little more fun for the pull-to-refresh interaction. ,9533,1565,21,5,7,13 March 2015,11 January 2017,Yalantis/Taurus,
32148751,Java,User Profile Interface Animation,590,2069,7,4,4,13 March 2015,11 January 2017,Yalantis/Euclid,
32153390,Go,"A PDF document generator with high level support for text, drawing and images",3997,2264,361,31,35,13 March 2015,03 February 2018,gofpdf,
32165777,Java,Android Blurring View,17014,2194,23,3,5,13 March 2015,26 August 2017,500px/500px-android-blur,
32166685,Objective-C,"""Alfred for Xcode"" plugin",4537,1227,329,4,4,13 March 2015,03 July 2017,pdcgomes/XCActionBar,
32192427,Java,An android password view that looks like the pay password view in wechat app and alipay app.,2555,1434,19,2,3,14 March 2015,15 September 2017,Jungerr/GridPasswordView,
32219142,JavaScript,":zap: The one-liner node.js http-proxy middleware for connect, express and browser-sync",391,2951,203,9,11,14 March 2015,12 March 2018,http-proxy-middleware,
32229221,Java,An Android ExoPlayer wrapper to simplify Audio and Video implementations,2220,1324,570,21,21,14 March 2015,23 February 2018,ExoMedia,
32231207,C++,"Space exploration, trading, and combat game.",143752,1364,4475,101,111,14 March 2015,11 March 2018,endless-sky,
32238354,JavaScript,ESLint plugin with rules that help validate proper imports.,1409,1132,1282,111,117,15 March 2015,14 March 2018,eslint-plugin-import,
32252308,Python,:construction_worker: Quick hack for making real work happen.,7809,1329,2,1,1,15 March 2015,24 May 2016,4148/greenhat,
32292629,Objective-C,Create UIImage / NSImage instances with NSString and ASCII art,292,1542,23,2,2,16 March 2015,05 May 2015,cparnot/ASCIImage,
32324113,Ruby,ObjC Zen Book ????,837,2857,209,20,24,16 March 2015,14 March 2016,oa414/objc-zen-book-cn,
32329269,Python,12306 ?????????,155,1904,19,3,3,16 March 2015,09 May 2017,andelf/fuck12306,
32330000,Swift,Gesture recognizer tool [Swift / iOS],564,1097,37,6,8,16 March 2015,21 September 2017,didierbrun/DBPathRecognizer,
32336609,JavaScript,????-???????,6418,2115,131,9,12,16 March 2015,13 May 2017,zythum/mama2,
32351944,Go,Provides packet processing capabilities for Go,4359,1729,1074,84,91,16 March 2015,15 February 2018,google/gopacket,
32432671,Java,Listen to current network traffic in the app and categorize the quality of the network.,849,2524,19,5,7,18 March 2015,15 October 2017,facebook/network-connection-class,
32481278,Python,Collection of less popular features and tricks for the Python programming language,84,1763,198,35,42,18 March 2015,01 February 2018,brennerm/PyTricks,
32482750,PHP,A PHP code-quality tool,1536,2167,981,61,74,18 March 2015,14 February 2018,phpro/grumphp,
32500617,Go,Modern Job Scheduler,1748,1167,404,29,32,19 March 2015,14 March 2018,kala,
32510753,Objective-C,CollectionView????????????????,16973,1331,80,1,3,19 March 2015,17 April 2017,ChenYilong/CollectionViewClassifyMenu,
32512635,JavaScript,Configurable React Components with great UX,19345,2120,1526,19,19,19 March 2015,06 February 2018,nikgraf/belle,
32556722,PHP,"?? SDK for Laravel, ?? overtrue/wechat",178,1447,272,19,22,20 March 2015,09 March 2018,laravel-wechat,
32575637,Go,GO Simple Tunnel - a simple tunnel written in golang,19218,1799,345,9,10,20 March 2015,28 February 2018,gost,
32590688,JavaScript, Gulp ????,7171,1679,55,6,8,20 March 2015,17 February 2017,nimojs/gulp-book,
32591102,C++,Third person survival game (tutorial) series for Unreal Engine 4.,1818501,957,108,4,4,20 March 2015,26 December 2017,EpicSurvivalGameSeries,
32592337,JavaScript,"KUTE.js is a native Javascript animation engine featuring great code quality, badass performance, SVG morphing, stroke drawing and 2D & 3D transforms, CSS3 transforms, colors, as well as other CSS3 properties or presentation attributes. ",1363,1372,243,5,5,20 March 2015,05 October 2017,kute.js,
32631353,Java,Android Floating Action Button based on Material Design specification,3389,3893,154,6,9,21 March 2015,06 November 2017,Clans/FloatingActionButton,
32662124,Go,Zero downtime restarts for go servers (Drop in replacement for http.ListenAndServe),48,1585,62,7,9,22 March 2015,19 January 2018,fvbock/endless,
32676553,C#,CacheManager is an open source caching abstraction layer for .NET written in C#. It supports various cache providers and implements many advanced features.,6491,924,615,8,8,22 March 2015,10 March 2018,CacheManager,
32680869,JavaScript,Seamlessly bring Parse data into your React applications.,322,1275,122,21,21,22 March 2015,29 August 2017,ParsePlatform/ParseReact,
32689863,Python,Animation engine for explanatory math videos,5352,3282,1346,18,20,22 March 2015,13 March 2018,manim,
32701212,JavaScript,Relay-inspired library based on Promises instead of GraphQL.,158,1343,83,5,6,22 March 2015,28 July 2017,RickWong/react-transmit,
32707901,JavaScript,"Customize and package your Electron app with OS-specific bundles (.app, .exe, etc.) via JS or CLI",950,4830,812,55,61,23 March 2015,13 February 2018,electron-userland/electron-packager,
32708129,Objective-C,The networking layer for iOS App.,2475,1192,76,7,12,23 March 2015,01 March 2018,RTNetworking,
32727687,JavaScript,A CLI tool to run multiple npm-scripts in parallel or sequential.,402,1680,254,21,21,23 March 2015,03 February 2018,npm-run-all,
32741778,JavaScript,:battery: Starter project for an ES6 RESTful Express API.,23,1488,35,10,12,23 March 2015,21 February 2018,express-es6-rest-api,
32761137,JavaScript,Helpers/presets for setting up webpack with hotloading react and ES6(2015) using Babel.,349,1822,390,33,36,23 March 2015,21 November 2017,HenrikJoreteg/hjs-webpack,
32765638,Java,Ho Ho Ho,138613,1195,17,4,4,23 March 2015,10 January 2018,santa-tracker-android,
